"gene_id","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position"
"SMIM14","68552","ENSMUSG00000037822","5","65446844","65537184"
"SMIM15","75616;102642197;102642895","ENSMUSG00000071180","13","108046424","108049146"
"SMIM18","72632","ENSMUSG00000094500","8","33742112","33747770"
"SMIM19","102032","ENSMUSG00000031534","8","22462615","22476879"
"SMIM20","66278","ENSMUSG00000061461","5","53267083","53278540"
"SMIM22","432995","ENSMUSG00000096215","16","5007288","5008309"
"SMIM23","69351","ENSMUSG00000020270","11","32818529","32824605"
"SMIM24","72273","ENSMUSG00000078439","10","81393051","81395392"
"SMIM3","106878","ENSMUSG00000038059","18","60474193","60501983"
"SMIM4","66487","ENSMUSG00000058351","14","31088132","31128930"
"SMIM5","66528","ENSMUSG00000048442","11","115899966","115906269"
"SMIM6","68528","ENSMUSG00000075420","11","115912017","115913920"
"SMIM7","66818","ENSMUSG00000044600","8","72565188","72571088"
"SMIM8","66291","ENSMUSG00000028295","4","34768664","34778423"
"SMIM9","434800","ENSMUSG00000073094","X","75146056","75163770"
"SMKR-PS","","ENSMUSG00000045709","6","29985329","29993776"
"SMLR1","100504474","ENSMUSG00000096546","10","25527943","25536267"
"SMN1","20595","ENSMUSG00000021645","13","100124852","100137690"
"SMNDC1","76479","ENSMUSG00000025024","19","53379214","53390573"
"SMO","319757","ENSMUSG00000001761","6","29735503","29761365"
"SMOC1","64075","ENSMUSG00000021136","12","81026808","81186414"
"SMOC2","64074","ENSMUSG00000023886","17","14279506","14404790"
"SMOK2A","27263","ENSMUSG00000073458","17","13221188","13227658"
"SMOK2B","236574","ENSMUSG00000073457","17","13230257","13237184"
"SMOK3A","545814","ENSMUSG00000075599","5","138021261","138034664"
"SMOK3B","622474","ENSMUSG00000079156","5","138021429","138050636"
"SMOK4A","","ENSMUSG00000079711","17","13521456","13528433"
"SMOX","228608","ENSMUSG00000027333","2","131491496","131525922"
"SMPD1","20597","ENSMUSG00000037049","7","105554360","105558388"
"SMPD2","20598","ENSMUSG00000019822","10","41485642","41490369"
"SMPD3","58994","ENSMUSG00000031906","8","106252548","106337988"
"SMPD4","77626","ENSMUSG00000005899","16","17619354","17644828"
"SMPD5","100503915","ENSMUSG00000071724","15","76294434","76296896"
"SMPDL3A","57319","ENSMUSG00000019872","10","57794335","57811830"
"SMPDL3B","100340","ENSMUSG00000028885","4","132732966","132757252"
"SMPX","66106","ENSMUSG00000041476","X","157698910","157752591"
"SMR2","20600","ENSMUSG00000029281","5","88086556","88109053"
"SMR3A","20599","ENSMUSG00000029280","5","88002549","88008534"
"SMS","20603;671878","ENSMUSG00000071708","X","157443855","157492287"
"SMTN","29856","ENSMUSG00000020439","11","3517523","3540612"
"SMTNL1","68678","ENSMUSG00000027077","2","84811176","84822652"
"SMTNL2","276829","ENSMUSG00000045667","11","72389164","72411713"
"SMU1","74255","ENSMUSG00000028409","4","40736542","40757923"
"SMUG1","71726","ENSMUSG00000036061","15","103153307","103158002"
"SMURF1","75788","ENSMUSG00000038780","5","144876495","144965847"
"SMURF2","66313","ENSMUSG00000018363","11","106820066","106920715"
"SMYD1","12180","ENSMUSG00000055027","6","71213940","71322233"
"SMYD2","226830","ENSMUSG00000026603","1","189880492","189922363"
"SMYD3","69726","ENSMUSG00000055067","1","178951960","179518041"
"SMYD4","319822","ENSMUSG00000018809","11","75348433","75405705"
"SMYD5","232187","ENSMUSG00000033706","6","85431989","85446435"
"SNAI1","20613","ENSMUSG00000042821","2","167538195","167542814"
"SNAI2","20583","ENSMUSG00000022676","16","14705852","14709395"
"SNAI3","30927","ENSMUSG00000006587","8","122454206","122460692"
"SNAP23","20619","ENSMUSG00000027287","2","120567671","120601255"
"SNAP25","20614","ENSMUSG00000027273","2","136713453","136782428"
"SNAP29","67474","ENSMUSG00000022765","16","17406003","17430826"
"SNAP47","67826","ENSMUSG00000009894","11","59407134","59451186"
"SNAP91","20616","ENSMUSG00000033419","9","86765923","86880654"
"SNAPC1","75627","ENSMUSG00000021113","12","73964530","73984820"
"SNAPC2","102209","ENSMUSG00000011837","8","4253102","4256219"
"SNAPC3","77634","ENSMUSG00000028483","4","83417724","83467676"
"SNAPC4","227644","ENSMUSG00000036281","2","26362765","26380653"
"SNAPC5","330959","ENSMUSG00000032398","9","64179297","64182684"
"SNAPIN","20615","ENSMUSG00000001018","3","90488026","90491033"
"SNCA","20617","ENSMUSG00000025889","6","60731575","60829855"
"SNCAIP","67847","ENSMUSG00000024534","18","52767709","52915935"
"SNCB","104069","ENSMUSG00000034891","13","54758860","54766595"
"SNCG","20618","ENSMUSG00000023064","14","34370274","34374789"
"SND1","56463","ENSMUSG00000001424","6","28475139","28935162"
"SNED1","208777","ENSMUSG00000047793","1","93235841","93301065"
"SNF8","27681","ENSMUSG00000006058","11","96034885","96047430"
"SNHG1","","ENSMUSG00000108414","19","8723475","8726443"
"SNHG11","319317","ENSMUSG00000044349","2","158375638","158386145"
"SNHG12","","ENSMUSG00000086290","4","132308678","132311024"
"SNHG14","","ENSMUSG00000100826","7","59307924","59975759"
"SNHG17","","ENSMUSG00000085385","2","158353700","158361580"
"SNHG18","","ENSMUSG00000096956","15","32240565","32244662"
"SNHG20","","ENSMUSG00000086859","11","117076790","117078955"
"SNHG3","","ENSMUSG00000085241","4","132348014","132353686"
"SNHG4","","ENSMUSG00000097769","18","35553371","35558316"
"SNHG5","","ENSMUSG00000097195","9","88521050","88522929"
"SNHG6","","ENSMUSG00000098234","1","9941959","9944118"
"SNHG7","","ENSMUSG00000097052","2","26637847","26637985"
"SNHG8","","ENSMUSG00000104960","3","123507552","123508404"
"SNHG9","","ENSMUSG00000090101","17","24719531","24719965"
"SNIP1","76793","ENSMUSG00000050213","4","125066672","125074042"
"SNN","20621","ENSMUSG00000037972","16","11066298","11074983"
"SNORA15","","ENSMUSG00000093413","5","129794546","129794676"
"SNORA16A","","ENSMUSG00000065097","4","132309465","132309600"
"SNORA17","","ENSMUSG00000077192","2","26639190","26639321"
"SNORA19","","ENSMUSG00000095530","19","60774330","60774461"
"SNORA20","","ENSMUSG00000064637","17","12922790","12922917"
"SNORA21","","ENSMUSG00000064901","11","97781639","97781775"
"SNORA23","","ENSMUSG00000064451","7","110046364","110046547"
"SNORA24","","ENSMUSG00000092730","3","123507937","123508066"
"SNORA26","","ENSMUSG00000093355","5","74093530","74093650"
"SNORA28","","ENSMUSG00000064493","12","111540941","111541067"
"SNORA2B","","ENSMUSG00000065939","15","98526346","98526482"
"SNORA3","","ENSMUSG00000065016","7","109520120","109520251"
"SNORA30","","ENSMUSG00000065259","7","127527874","127528003"
"SNORA31","","ENSMUSG00000065147","14","75847905","75848034"
"SNORA33","","ENSMUSG00000070063","10","23785347","23785475"
"SNORA34","","ENSMUSG00000065336","15","98519716","98519853"
"SNORA35","","ENSMUSG00000077767","X","146994381","146994508"
"SNORA36B","","ENSMUSG00000077571","1","185242907","185243038"
"SNORA41","","ENSMUSG00000064602","1","63179004","63179135"
"SNORA43","","ENSMUSG00000064858","2","26637848","26637974"
"SNORA44","","ENSMUSG00000064604","4","132309941","132310069"
"SNORA47","","ENSMUSG00000088108","13","95330600","95330737"
"SNORA52","","ENSMUSG00000064666","7","141448803","141448939"
"SNORA5C","","ENSMUSG00000065686","11","6620319","6620454"
"SNORA61","","ENSMUSG00000064949","4","132310240","132310369"
"SNORA62","","ENSMUSG00000064925","9","120130415","120130563"
"SNORA64","","ENSMUSG00000077709","17","24720772","24720905"
"SNORA65","","ENSMUSG00000065124","2","32963291","32963420"
"SNORA68","","ENSMUSG00000077563","8","70895759","70895889"
"SNORA69","","ENSMUSG00000065642","X","37082912","37083042"
"SNORA70","","ENSMUSG00000064981","X","74272484","74272620"
"SNORA74A","","ENSMUSG00000065649","18","35557032","35557227"
"SNORA75","","ENSMUSG00000064837","1","86351169","86351301"
"SNORA78","","ENSMUSG00000089255","17","24719676","24719803"
"SNORA7A","","ENSMUSG00000064563","6","115807975","115808114"
"SNORA81","","ENSMUSG00000087935","16","23110756","23110933"
"SNORD100","","ENSMUSG00000080486","10","23785750","23785823"
"SNORD104","","ENSMUSG00000065126","11","106500993","106501062"
"SNORD11","","ENSMUSG00000089093","1","59704790","59704873"
"SNORD110","","ENSMUSG00000080610","2","130275506","130275573"
"SNORD111","","ENSMUSG00000080396","8","110838528","110838616"
"SNORD116L1","","ENSMUSG00000096475","7","59894620","59894713"
"SNORD116L2","","ENSMUSG00000096759","7","59876933","59877026"
"SNORD118","","ENSMUSG00000064899","11","69073427","69073561"
"SNORD12","","ENSMUSG00000077698","2","167065276","167065365"
"SNORD123","","ENSMUSG00000089317","15","32241853","32241923"
"SNORD14A","","ENSMUSG00000064741","7","116333171","116333257"
"SNORD14C","","ENSMUSG00000096263","9","40803583","40803668"
"SNORD14D","","ENSMUSG00000095118","9","40803995","40804080"
"SNORD15A","","ENSMUSG00000065822","7","99482785","99482932"
"SNORD15B","","ENSMUSG00000064966","7","99479563","99479707"
"SNORD16A","","ENSMUSG00000094411","9","64175423","64175521"
"SNORD17","","ENSMUSG00000077714","2","144265979","144266216"
"SNORD19","","ENSMUSG00000077797","14","31016206","31016281"
"SNORD1A","","ENSMUSG00000065094","11","116674598","116674671"
"SNORD1B","","ENSMUSG00000077604","11","116674148","116674222"
"SNORD1C","","ENSMUSG00000065640","11","116672506","116672581"
"SNORD2","","ENSMUSG00000088524","16","23108953","23109021"
"SNORD22","","ENSMUSG00000065087","19","8725866","8725991"
"SNORD23","","ENSMUSG00000080478","7","15938762","15938870"
"SNORD32A","","ENSMUSG00000065219","7","45127382","45127464"
"SNORD33","","ENSMUSG00000065628","7","45126864","45126947"
"SNORD34","","ENSMUSG00000065878","7","45126601","45126670"
"SNORD35A","","ENSMUSG00000065818","7","45126346","45126435"
"SNORD35B","","ENSMUSG00000064767","7","45123025","45123111"
"SNORD37","","ENSMUSG00000064441","10","81178950","81179013"
"SNORD38A","","ENSMUSG00000065680","4","117154514","117154584"
"SNORD42A","","ENSMUSG00000064540","11","78181299","78181363"
"SNORD42B","","ENSMUSG00000065676","11","78183056","78183124"
"SNORD45B","","ENSMUSG00000064731","3","153910563","153910633"
"SNORD45C","","ENSMUSG00000065463","3","153912125","153912204"
"SNORD47","","ENSMUSG00000064968","1","161038082","161038158"
"SNORD49A","","ENSMUSG00000065734","11","62603450","62603521"
"SNORD49B","","ENSMUSG00000064437","11","62603079","62603150"
"SNORD4A","","ENSMUSG00000077625","11","78181686","78181756"
"SNORD52","","ENSMUSG00000093009","17","34950952","34951017"
"SNORD53","","ENSMUSG00000092887","17","71640879","71640956"
"SNORD55","","ENSMUSG00000092680","4","117155770","117155848"
"SNORD57","","ENSMUSG00000065272","2","130278016","130278087"
"SNORD58B","","ENSMUSG00000064871","18","75001058","75001123"
"SNORD61","","ENSMUSG00000065110","X","57391449","57391519"
"SNORD64","","ENSMUSG00000077191","7","59978808","59978874"
"SNORD65","","ENSMUSG00000077457","11","62604515","62604586"
"SNORD66","","ENSMUSG00000077239","16","20684239","20684313"
"SNORD67","","ENSMUSG00000077221","2","91596070","91596180"
"SNORD68","","ENSMUSG00000064450","8","123103038","123103123"
"SNORD69","","ENSMUSG00000077212","14","31014287","31014366"
"SNORD7","","ENSMUSG00000065715","11","83294304","83294400"
"SNORD70","","ENSMUSG00000077345","1","59691934","59692020"
"SNORD71","","ENSMUSG00000077549","8","109839295","109839379"
"SNORD72","","ENSMUSG00000077737","15","5118404","5118484"
"SNORD73A","","ENSMUSG00000064984","3","86138791","86138858"
"SNORD8","","ENSMUSG00000093044","14","52209785","52209894"
"SNORD82","","ENSMUSG00000064823","1","86356261","86356330"
"SNORD83B","","ENSMUSG00000077734","15","80078498","80078591"
"SNORD85","","ENSMUSG00000065196","4","130749634","130749706"
"SNORD87","","ENSMUSG00000093178","1","9942463","9942549"
"SNORD88A","","ENSMUSG00000095472","7","44250135","44250224"
"SNORD88C","","ENSMUSG00000096296","7","44249852","44249941"
"SNORD89","","ENSMUSG00000077704","1","39548745","39548854"
"SNORD90","","ENSMUSG00000077756","2","37400047","37400157"
"SNORD91A","","ENSMUSG00000077493","11","74905424","74905516"
"SNORD92","","ENSMUSG00000093289","17","71631281","71631365"
"SNORD93","","ENSMUSG00000095205","5","23852210","23852280"
"SNORD95","","ENSMUSG00000064780","11","48803139","48803206"
"SNORD96A","","ENSMUSG00000064725","11","48802032","48802112"
"SNORD98","","ENSMUSG00000080469","10","62765576","62765640"
"SNORD99","","ENSMUSG00000080615","4","132310691","132310764"
"SNPH","241727","ENSMUSG00000027457","2","151590549","151632593"
"SNRK","20623","ENSMUSG00000038145","9","122117283","122169702"
"SNRNP200","320632","ENSMUSG00000003660","2","127208386","127240451"
"SNRNP25","78372","ENSMUSG00000040767","11","32205415","32208984"
"SNRNP27","66618","ENSMUSG00000001158","6","86675151","86684522"
"SNRNP35","76167","ENSMUSG00000029402","5","124483134","124491124"
"SNRNP40","66585","ENSMUSG00000074088;ENSMUSG00000106911","4;CHR_MG4265_PATCH","130360132","130390026"
"SNRNP48","67797","ENSMUSG00000021431","13","38204939","38227663"
"SNRNP70","20637","ENSMUSG00000063511","7","45376453","45395742"
"SNRPA","53607","ENSMUSG00000061479","7","27187005","27196271"
"SNRPA1","68981","ENSMUSG00000030512","7","66059003","66074587"
"SNRPB","20638","ENSMUSG00000027404","2","130171414","130179403"
"SNRPB2","20639","ENSMUSG00000008333","2","143063039","143072853"
"SNRPC","20630","ENSMUSG00000024217","17","27839974","27851968"
"SNRPD1","20641","ENSMUSG00000002477","18","10617796","10628230"
"SNRPD2","107686","ENSMUSG00000040824","7","19149722","19153542"
"SNRPD3","67332","ENSMUSG00000020180","10","75517551","75537373"
"SNRPE","20643","ENSMUSG00000090553","1","133603871","133610291"
"SNRPF","69878","ENSMUSG00000020018","10","93583029","93589706"
"SNRPG","68011","ENSMUSG00000057278","6","86371304","86379328"
"SNRPN","20646","ENSMUSG00000102252","7","59982495","60140219"
"SNTA1","20648","ENSMUSG00000027488","2","154376313","154408099"
"SNTB1","20649","ENSMUSG00000060429","15","55638843","55906949"
"SNTB2","20650","ENSMUSG00000041308","8","106935750","107014192"
"SNTG1","71096","ENSMUSG00000025909","1","8361475","9299878"
"SNTG2","268534","ENSMUSG00000020672","12","30174482","30373375"
"SNTN","218739","ENSMUSG00000044772","14","13670876","13683148"
"SNUPN","66069","ENSMUSG00000055334","9","56950878","56983206"
"SNURF","84704","ENSMUSG00000102627","7","59995449","60005049"
"SNW1","66354","ENSMUSG00000021039","12","87449936","87472299"
"SNX1","56440","ENSMUSG00000032382","9","66088133","66126587"
"SNX10","71982","ENSMUSG00000038301","6","51523901","51590679"
"SNX11","74479","ENSMUSG00000020876","11","96767555","96777559"
"SNX12","55988","ENSMUSG00000046032","X","101097786","101222563"
"SNX13","217463","ENSMUSG00000020590","12","35047189","35147469"
"SNX14","244962","ENSMUSG00000032422","9","88376750","88438958"
"SNX15","69024","ENSMUSG00000024787","19","6119399","6128304"
"SNX16","74718","ENSMUSG00000027534","3","10417817","10440102"
"SNX17","266781","ENSMUSG00000029146","5","31193227","31199143"
"SNX18","170625","ENSMUSG00000042364","13","113592180","113618564"
"SNX19","102607","ENSMUSG00000031993","9","30427329","30466726"
"SNX2","67804","ENSMUSG00000034484","18","53176365","53220860"
"SNX20","71607","ENSMUSG00000031662","8","88626828","88636128"
"SNX21","101113","ENSMUSG00000050373","2","164785823","164793816"
"SNX22","382083","ENSMUSG00000039452","9","66065176","66069731"
"SNX24","69226","ENSMUSG00000024535","18","53245662","53390823"
"SNX25","102141","ENSMUSG00000038291","8","46033261","46152159"
"SNX27","76742","ENSMUSG00000028136","3","94497544","94582716"
"SNX29","74478","ENSMUSG00000071669","16","11322908","11755472"
"SNX3","54198","ENSMUSG00000019804","10","42502030","42535381"
"SNX30","209131","ENSMUSG00000028385","4","59805840","59904737"
"SNX31","66696","ENSMUSG00000013611","15","36504062","36555573"
"SNX32","225861","ENSMUSG00000056185","19","5495278","5510489"
"SNX33","235406","ENSMUSG00000032733","9","56917200","56928371"
"SNX4","69150","ENSMUSG00000022808","16","33251456","33299562"
"SNX5","69178","ENSMUSG00000027423","2","144250123","144270906"
"SNX6","72183","ENSMUSG00000005656","12","54746349","54795703"
"SNX7","76561","ENSMUSG00000028007","3","117781647","117868936"
"SNX8","231834","ENSMUSG00000029560","5","140340299","140389262"
"SNX9","66616","ENSMUSG00000002365","17","5841328","5931033"
"SOAT1","20652","ENSMUSG00000026600","1","156424525","156474331"
"SOAT2","223920","ENSMUSG00000023045","15","102150526","102163474"
"SOBP","109205","ENSMUSG00000038248","10","43002500","43174530"
"SOCS1","12703","ENSMUSG00000038037","16","10783808","10785536"
"SOCS2","216233","ENSMUSG00000020027","10","95385362","95417180"
"SOCS3","12702","ENSMUSG00000053113","11","117966079","117970047"
"SOCS4","67296","ENSMUSG00000048379","14","47276931","47296098"
"SOCS5","56468","ENSMUSG00000037104","17","87107679","87137583"
"SOCS6","54607","ENSMUSG00000056153","18","88665224","88927481"
"SOCS7","192157","ENSMUSG00000038485","11","97362551","97398542"
"SOD1","20655","ENSMUSG00000022982","16","90220742","90226322"
"SOD2","20656","ENSMUSG00000006818","17","13007839","13018119"
"SOD3","20657","ENSMUSG00000072941","5","52363791","52371418"
"SOGA1","320706","ENSMUSG00000055485","2","157015799","157079254"
"SOGA3","67412","ENSMUSG00000038916","10","29143996","29199630"
"SOHLH1","227631","ENSMUSG00000059625","2","25842995","25847248"
"SOHLH2","74434","ENSMUSG00000027794","3","55182028","55209957"
"SON","20658","ENSMUSG00000022961","16","91647506","91679221"
"SORBS1","20411","ENSMUSG00000025006","19","40295049","40402267"
"SORBS2","234214","ENSMUSG00000031626","8","45507788","45827906"
"SORBS2OS","","ENSMUSG00000085440","8","45723325","45819297"
"SORBS3","20410","ENSMUSG00000022091","14","70180468","70207637"
"SORCS1","58178","ENSMUSG00000043531","19","50143301","50678646"
"SORCS2","81840","ENSMUSG00000029093","5","36017180","36398139"
"SORCS3","66673","ENSMUSG00000063434","19","48206025","48805505"
"SORD","20322","ENSMUSG00000027227","2","122234749","122265340"
